respondant_num,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Satisf,DM2,DM11
7025,4,1,0,21,54,0,1,0,70000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,3,9
7026,1,2,2,19,168,20000,1,1,100000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,12
7027,1,2,2,20,82,24000,1,0,50000,1,50000,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,9
7028,2,2,1,19,92,8000,1,1,100000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,4,8
7029,2,3,0,19,90,10000,0,0,100000,1,100000,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,4,16
7030,1,2,2,13,132.6,14000,1,0,100000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,6
7031,4,0,1,21,26,4002,1,0,100000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,3,9
7032,2,2,1,19,78,16000,1,1,150000,1,500000,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,8
7033,1,4,0,18,180,41800,1,0,100000,1,300000,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,2,3
7034,2,3,0,21,102,8000,1,1,200000,1,400000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,8
7035,2,0,3,19,102,18000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,3,9
7036,4,1,0,20,144,14000,1,1,400000,1,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,8
7037,2,2,1,14,144,34000,1,0,100000,1,150000,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,5,11
7038,2,1,2,18,72,6000,1,0,50000,1,50000,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,5,9
7039,3,0,2,21,86,14000,1,1,200000,1,300000,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,2,2
7040,1,0,4,13,96,26000,1,0,200000,1,250000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,13
7041,1,3,1,16,144,18000,1,1,1000000,1,1000000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,5,6
7042,1,3,1,16,144.6,18080,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,3
7043,3,0,2,21,49,6000,1,0,100000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2,9
7044,3,1,1,21,120,12400,1,1,200000,1,200000,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,3
7045,2,2,1,17,136,6000,1,1,50000,1,50000,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,7
7046,2,3,0,20,78,6520,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,3
7047,1,3,1,10,168,28400,0,0,30000,1,100000,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,4,13
7048,2,3,0,22,102,10000,1,0,10000,1,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,4,1
7049,2,2,1,18,72,6000,1,1,100000,1,200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,3,6
7050,3,1,1,22,156,9000,1,0,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,1
7051,1,3,1,15,372,46000,0,0,200000,0,300000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,4,4
7052,3,1,1,22,132,14000,1,1,100000,1,30000,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,4,9
7053,1,2,2,20,120,10600,1,1,70000,1,70000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,7,3
7054,3,1,1,19,90,10000,1,0,50000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,9
7055,2,0,3,17,102,11000,1,1,200000,1,300000,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,2,2
7056,1,4,0,11,216,15400,0,1,200000,1,200000,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,4,7
7057,1,3,1,17,156,10000,1,0,50000,1,100000,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,3,11
7058,2,2,1,19,87,7400,1,0,50000,1,15000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,5,9
7059,0,3,2,18,120,13400,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,6,3
7060,2,1,2,22,84,4000,1,0,100000,1,20000,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,9
7061,2,3,0,22,35,120,1,0,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,4,2
7062,2,0,3,16,108,18000,0,0,200000,1,250000,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,9
7063,3,2,0,16,100,13200,1,1,50000,1,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,7,9
7064,3,1,1,18,102,1400,1,0,10000,0,200000,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,6,9
7065,3,1,1,20,174,20000,1,0,30000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,12
7066,1,3,1,18,240,50000,1,0,100000,0,200000,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,4,3
7067,4,0,1,21,66,2000,1,1,100000,1,200000,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2
7068,2,1,2,23,84,4000,1,0,100000,1,20000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,9
7069,3,0,2,20,95,12080,1,0,100000,1,100000,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,3
7070,0,5,0,15,228,27000,0,0,70000,1,150000,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,3,11
7071,4,0,1,15,144,10002,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,9
7072,1,3,1,22,114,22300,1,0,150000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,1
7073,2,3,0,15,102,18000,0,0,60000,1,150000,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,4,13
7074,3,1,1,23,53,120,1,1,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,4,2
7075,1,3,1,14,180,24100,1,0,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,3
7076,2,2,1,14,208,44020,0,0,100000,1,200000,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,3
7077,2,2,1,20,94,38000,1,1,500000,1,500000,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,4,2
7078,4,0,1,18,72,16000,1,1,600000,0,1200000,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,4
7079,3,0,2,20,132,8000,1,0,30000,1,30000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,4
7080,2,1,2,19,103,12100,1,0,100000,1,100000,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,6,3
7081,4,0,1,19,204,7400,1,0,30000,1,30000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,7,7
7082,0,5,0,13,252,22400,0,0,100000,1,150000,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,11
7083,3,1,1,22,100,2200,1,1,2000,1,80000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,2,8
7084,4,0,1,23,34.6,120,1,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3
7085,2,2,1,18,144,20000,1,1,30000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,6
7086,1,2,2,21,108,10000,1,0,80000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,4,12
7087,1,0,4,12,228,36000,0,1,300000,1,500000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,6,9
7088,2,2,1,14,192,58000,1,0,100000,1,100000,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,3,3
7089,0,1,4,17,181,16280,1,0,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,5,3
7090,3,0,2,18,90,7000,0,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,9
7091,4,1,0,24,30,100,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,2
7092,3,0,2,19,90,10000,1,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,8
7093,2,0,3,19,1197.6,406080,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,3
7094,3,0,2,17,90,6000,1,1,50000,0,150000,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,2
7095,0,3,2,14,168,22400,1,0,50000,0,100000,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,11
7096,3,1,1,23,108,600,1,1,70000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,8
7097,1,0,4,17,93,8000,1,0,150000,1,300000,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,9
7098,1,1,3,21,84,8000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,2,12
7099,3,2,0,25,31,220,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,3
7100,1,3,1,16,276,80400,0,1,200000,1,200000,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,3,3
7101,1,4,0,16,80,12200,0,0,100000,1,100000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,5,6
7102,2,1,2,19,106,12100,1,0,300000,1,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,4
7103,1,3,1,15,144,26000,1,0,100000,1,300000,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1
7104,2,0,3,21,104,10120,1,0,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,3
7105,3,1,1,22,42,120,1,1,250000,1,300000,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,4,2
7106,4,0,1,18,78,3000,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,6
7107,1,1,3,18,115,30060,1,0,200000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,3
7108,2,1,2,20,192,6000,1,0,50000,0,200000,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,6,9
7109,0,2,3,17,90,9000,1,0,30000,1,100000,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
7110,2,2,1,18,150,41000,1,1,150000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,4,13
7111,3,1,1,23,52,0,1,0,200000,0,500000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,6
7112,2,2,1,17,192,16000,1,1,50000,1,50000,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,7
7113,4,0,1,19,84,6120,1,0,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,3
7114,1,4,0,17,132,12000,0,0,50000,0,100000,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,11
7115,2,0,3,13,120,22000,1,0,200000,0,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,4
7116,2,1,2,22,98,7000,1,0,80000,1,80000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,8
7117,2,0,3,20,108,6000,1,1,700000,0,800000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,2,4
7118,3,2,0,24,60,300,1,1,200000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,4,2
7119,2,2,1,17,192,18000,1,1,300000,1,300000,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,7
7120,4,0,1,19,55.8,1000,1,1,50000,1,50000,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,6
7121,1,1,3,17,156,16000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,3,12
7122,4,0,1,22,120,10000,1,0,100000,0,200000,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,6
7123,1,3,1,22,84,0,1,0,70000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,8
7124,2,1,1,13,104,4000,1,0,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,4
7125,3,0,2,22,96,2000,0,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,4,6
7126,4,0,1,21,54,0,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,9
7127,3,1,1,21,84,2000,1,1,100000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,6
7128,1,4,0,15,90,14400,0,0,100000,1,150000,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,4,6
7129,2,1,2,19,198,12000,1,1,100000,1,100000,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,5,7
7130,3,1,1,17,114,10000,1,1,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,4
7131,2,3,0,17,120,32000,1,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,3,9
7132,2,0,3,20,108,4000,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,6,6
7133,1,4,0,20,126,10000,1,0,30000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,7,6
7134,1,3,1,18,90,6000,1,0,100000,0,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,9
7135,2,1,2,21,108,13000,0,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,3,6
7136,5,0,0,25,20,100,1,1,300000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,3,2
7137,2,2,1,18,138,12800,0,1,200000,1,200000,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,3,7
7138,4,0,1,19,96,4000,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,6
7139,3,1,1,20,70,0,1,1,100000,1,300000,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,2,6
7140,2,2,1,15,156,14400,1,0,40000,1,90000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,6,6
7141,2,0,3,21,132,4000,1,0,110000,1,150000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,6,6
7142,2,2,1,18,96,16000,1,0,150000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,9
7143,1,1,3,17,150,26100,1,0,100000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,6,5
7144,3,0,2,20,52,4000,1,1,200000,1,200000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,4
7145,2,3,0,12,1644,300000,1,0,500000,1,500000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,4,13
7146,1,3,1,17,168,20000,1,0,40000,1,80000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,6
7147,2,1,2,19,132,24000,1,1,350000,1,300000,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,3,7
7148,4,1,0,24,29,200,1,1,200000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,2,2
7149,1,1,3,17,84,6000,1,0,50000,1,50000,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,6
7150,2,0,3,17,120,16000,1,0,140000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,5,6
7151,1,0,4,14,120,24000,1,1,500000,0,600000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,4
7152,2,2,1,15,132,34000,1,0,200000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,4,9
7153,0,1,4,18,180,32080,1,0,200000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,7,5
7154,2,2,1,21,64,100,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,7,2
7155,2,1,2,17,108,32000,1,1,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5,13
7156,2,0,3,19,150,4200,1,0,30000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,7,11
7157,2,0,3,17,132,8000,1,0,100000,1,200000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,3,6
7158,1,1,3,21,132,12000,1,0,70000,1,100000,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,2,6
7159,2,1,2,18,162,8000,1,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,9
7160,2,2,1,20,84,4600,1,1,10000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,5,12
7161,2,1,2,12,144,26200,1,0,100000,1,200000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,2,3
7162,3,1,1,20,132,11000,1,1,200000,1,200000,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,3,7
7163,2,2,1,19,76,12000,0,0,100000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,6,9
7164,1,2,2,18,96,20000,1,1,150000,1,200000,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,4,12
7165,3,0,2,15,180,20000,1,0,50000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,5,6
7166,4,1,0,22,56,320,1,1,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,7,2
7167,0,2,3,19,54,13000,0,1,500000,1,500000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,4,4
7168,2,1,2,21,96,1000,1,0,20000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,7,9
7169,1,4,0,11,228,51200,1,0,50000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,7,13
7170,2,1,2,16,114,9600,1,0,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,2
7171,2,1,2,21,96,10000,1,0,30000,1,80000,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,6
7172,2,1,2,22,96,6000,1,0,60000,1,60000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,5,8
7173,2,1,2,16,168,18000,0,1,250000,1,250000,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,4,7
7174,2,3,0,18,90,12000,1,0,100000,1,50000,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,5,12
7175,2,2,1,21,87,8000,1,0,10000,1,50000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,4,10
7176,2,1,2,25,66,600,1,0,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,11
7177,2,2,1,20,76,0,1,1,200000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,8
7178,2,1,2,16,120,6000,1,1,80000,1,50000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,9
7179,3,1,1,18,68,12000,1,0,50000,1,100000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,4,2
7180,1,2,2,21,104,6900,1,1,600000,1,100000,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,5,8
7181,2,3,0,19,144,12000,0,0,50000,1,100000,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,4,6
7182,1,1,3,21,84,0,1,1,20000,1,20000,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,7,13
7183,4,0,1,19,62,14000,1,1,300000,1,300000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,8
7184,2,1,2,20,78,6000,1,1,200000,1,200000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,4,12
7185,3,0,2,20,54,4000,1,1,400000,1,500000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,2,13
7186,3,1,1,19,132,400,1,1,150000,1,100000,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,2,9
7187,3,2,0,22,116,2000,1,1,50000,1,50000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,7,9
7188,2,1,2,22,60,0,1,0,30000,1,30000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,13
7189,2,2,1,21,114,3000,1,0,70000,1,70000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,3,8
7190,4,0,1,22,108,0,1,0,50000,1,50000,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,2,15
7191,2,1,2,18,62,2100,1,1,20000,1,20000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,7,2
7192,1,1,3,14,132,14860,1,0,150000,1,300000,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,6,3
